

Starting up. (ID: cqU-avod) 21:16.20
---------------------
[21:16:20] cqU-avod MISC: Saved storyteller is 'healer'
[21:16:20] cqU-avod ADMIN: Loading jobban_rank
[21:16:20] cqU-avod ADMIN: jobban_keylist was empty
[21:16:20] cqU-avod ADMIN: Loading Banlist
[21:16:49] cqU-avod ACCESS: Logout: RiotScopez/()
[21:17:23] cqU-avod ACCESS: Login: RiotScopez/() from 146.115.147.185-1871707424 || BYOND v514.1585
[21:17:23] cqU-avod ACCESS: Login: RiotScopez/(/(RiotScopez)) from 146.115.147.185-1871707424 || BYOND v514
[21:17:23] cqU-avod DEBUG: Could not find style "ErisStyle" for /mob/new_player.
[21:17:23] cqU-avod ACCESS: Login: RiotScopez/(/(RiotScopez)) from 146.115.147.185-1871707424 || BYOND v514
[21:18:04] cqU-avod ADMIN: EVENT *null* has loaded a character.
[21:18:12] cqU-avod ADMIN: Dominick Mccullough try find_inv_position a 14, but not have that slot!
[21:18:12] cqU-avod ADMIN: Dominick Mccullough try find_inv_position a 11, but not have that slot!
[21:18:12] cqU-avod ADMIN: Dominick Mccullough try find_inv_position a 13, but not have that slot!
[21:18:12] cqU-avod ADMIN: Dominick Mccullough try find_inv_position a 12, but not have that slot!
[21:18:12] cqU-avod ADMIN: Jackson Woodward try find_inv_position a 14, but not have that slot!
[21:18:12] cqU-avod ADMIN: Jackson Woodward try find_inv_position a 11, but not have that slot!
[21:18:12] cqU-avod ADMIN: Jackson Woodward try find_inv_position a 13, but not have that slot!
[21:18:12] cqU-avod ADMIN: Jackson Woodward try find_inv_position a 12, but not have that slot!
[21:18:12] cqU-avod ADMIN: Gary Weeter try find_inv_position a 14, but not have that slot!
[21:18:12] cqU-avod ADMIN: Gary Weeter try find_inv_position a 11, but not have that slot!
[21:18:12] cqU-avod ADMIN: Gary Weeter try find_inv_position a 13, but not have that slot!
[21:18:12] cqU-avod ADMIN: Gary Weeter try find_inv_position a 12, but not have that slot!
[21:18:12] cqU-avod ADMIN: Stephen Baker try find_inv_position a 14, but not have that slot!
[21:18:12] cqU-avod ADMIN: Stephen Baker try find_inv_position a 11, but not have that slot!
[21:18:12] cqU-avod ADMIN: Stephen Baker try find_inv_position a 13, but not have that slot!
[21:18:12] cqU-avod ADMIN: Stephen Baker try find_inv_position a 12, but not have that slot!
[21:18:13] cqU-avod ADMIN: Braiden Mosser try find_inv_position a 14, but not have that slot!
[21:18:13] cqU-avod ADMIN: Braiden Mosser try find_inv_position a 11, but not have that slot!
[21:18:13] cqU-avod ADMIN: Braiden Mosser try find_inv_position a 13, but not have that slot!
[21:18:13] cqU-avod ADMIN: Braiden Mosser try find_inv_position a 12, but not have that slot!
[21:18:13] cqU-avod ADMIN: Raymond Mckendrick try find_inv_position a 14, but not have that slot!
[21:18:13] cqU-avod ADMIN: Raymond Mckendrick try find_inv_position a 11, but not have that slot!
[21:18:13] cqU-avod ADMIN: Raymond Mckendrick try find_inv_position a 13, but not have that slot!
[21:18:13] cqU-avod ADMIN: Raymond Mckendrick try find_inv_position a 12, but not have that slot!
[22:02:09] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:02:10] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:02:11] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:02:12] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with telescopic baton (INTENT: HELP) (DAMTYE: HALLOSS)
[22:02:25] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:26] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:27] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:27] cqU-ax49 EMOTE: Pun Pun/ : screams!
[22:02:28] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:29] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:30] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:31] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:31] cqU-ax49 EMOTE: Pun Pun/ : screams!
[22:02:33] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:34] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:35] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:36] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:37] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:38] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:39] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:02:41] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Pun Pun)) with decorative saber (INTENT: HARM) (DAMTYE: BRUTE)
[22:05:50] cqU-ax49 DEBUG: Runtime in door.dm,466: Cannot execute null.set opacity(). <A HREF='?_src_=holder;viewruntime=[0x210319dd]'>[view]</A>
[22:06:27] cqU-ax49 GAME: Explosion with size (-1, 1, 2) in area Deep Forest 
[22:06:39] cqU-ax49 ADMIN: RiotScopez/(/(Katharine Griffiths)) deleted the burrow at (101,168,3)
[22:07:24] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Brutish Pomoshchnik termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:26] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pomoshchnik termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:28] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Old Koroleva termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:29] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Old Koroleva termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:30] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Old Koroleva termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:31] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Old Koroleva termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:32] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Old Koroleva termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:36] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:37] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:38] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:39] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:40] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:41] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:42] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:43] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:44] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:45] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:46] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:47] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:48] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:49] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:50] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:51] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:52] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:53] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:54] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:55] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:55] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 21:26.
[22:07:56] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:57] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:57] cqU-ax49 SAY: grey baby slime (675)/ : Blorble...
[22:07:58] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:58] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:07:59] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:08:13] cqU-ax49 ATTACK: RiotScopez/(/(Katharine Griffiths)) attacked *no key*/(/(Durable Pushka termite)) with ceremonial dagger (INTENT: HARM) (DAMTYE: BRUTE)
[22:08:18] cqU-ax49 ATTACK: Premier Griffiths (riotscopez) placed Durable Pushka termite () in a disposals unit. (<A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=99;Y=167;Z=3'>JMP</a>)
[22:08:45] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[22:09:28] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 21:28.
[22:11:28] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[22:11:28] cqU-ax49 SAY: *no key*/(/(rat (315))) squeals! 
[22:12:28] cqU-ax49 GAME: Explosion with size (-1, 0, 1) in area Swamp Caves 
[22:12:35] cqU-ax49 SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[22:19:32] cqU-ax49 ADMIN: RiotScopez/(/(Katharine Griffiths)) deleted the burrow at (127,150,3)
[22:25:44] cqU-ax49 DEBUG: Runtime in door.dm,466: Cannot execute null.set opacity(). <A HREF='?_src_=holder;viewruntime=[0x210efbf1]'>[view]</A>
[22:27:55] cqU-ax49 SAY: grey baby slime (699)/ : Rawr...
[22:29:14] cqU-ax49 EMOTE: Biosilicified Pushka termite/ : <B>Biosilicified Pushka termite</B> coughs!
[22:35:50] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[22:35:57] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[22:36:03] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[22:36:14] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[22:36:23] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[22:42:31] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 22:01.
[22:54:07] cqU-ax49 SAY: grey baby slime (675)/ : Blop...
[22:57:09] cqU-ax49 DEBUG: Runtime in portals.dm,65: Cannot read null.icon_state <A HREF='?_src_=holder;viewruntime=[0x2101bcbd]'>[view]</A>
[22:57:09] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 22:15.
[23:03:13] cqU-ax49 EMOTE: Old Smertnik termite/ : <B>Old Smertnik termite</B> coughs hysterically!
[23:03:42] cqU-ax49 EMOTE: Biosilicified Pushka termite/ : <B>Biosilicified Pushka termite</B> coughs hysterically!
[23:08:26] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[23:08:42] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[23:08:50] cqU-ax49 SAY: *no key*/(/(rat (357))) squeals! 
[23:09:56] cqU-ax49 SAY: grey baby slime (699)/ : Blorble...
[23:10:24] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[23:11:42] cqU-ax49 SAY: grey baby slime (699)/ : Blorble...
[23:16:07] cqU-ax49 SAY: grey baby slime (675)/ : Rawr...
[23:16:13] cqU-ax49 SAY: grey baby slime (675)/ : Where is the food?
[23:17:14] cqU-ax49 SAY: grey baby slime (675)/ : Hungry...
[23:20:05] cqU-ax49 EMOTE: Durable Kampfer Roach/ : <B>Durable Kampfer Roach</B> coughs!
[23:23:55] cqU-ax49 SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[23:27:25] cqU-ax49 SAY: grey baby slime (699)/ : I want to eat...
[23:27:25] cqU-ax49 SAY: *no key*/(/(rat (362))) squeals! 
[23:29:35] cqU-ax49 SAY: grey baby slime (699)/ : Rawr...
[23:30:40] cqU-ax49 ADMIN: EVENT Brand Intelligence started on <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=108;Y=152;Z=3'>Command - Premier's Office | 108, 152, 3</a>,
[23:30:52] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[23:31:32] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 22:50.
[23:35:26] cqU-ax49 SAY: grey baby slime (699)/ : Blop...
[23:35:48] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[23:36:33] cqU-ax49 SAY: grey baby slime (699)/ : Blorble...
[23:53:01] cqU-ax49 SAY: grey baby slime (699)/ : Hungry...
[23:53:41] cqU-ax49 ADMIN: EVENT Infestation Giant Termite Infestation sending mobs to <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=111;Y=139;Z=4'>Colony Meadow | 111, 139, 4</a>
[23:53:41] cqU-ax49 ADMIN: EVENT Infestation Giant Termite Infestation sending mobs to <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=40;Y=165;Z=4'>Security Hallway | 40, 165, 4</a>
[23:56:13] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[23:56:40] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 23:15.
[23:57:31] cqU-ax49 SAY: grey baby slime (699)/ : Hungry...
[00:01:41] cqU-ax49 SAY: grey baby slime (675)/ : Blop...
[00:06:30] cqU-ax49 SAY: grey baby slime (699)/ : So... hungry...
[00:07:36] cqU-ax49 SAY: grey baby slime (699)/ : Rawr...
[00:08:59] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f34a7]'>[view]</A>
[00:09:44] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f319c]'>[view]</A>
[00:10:16] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f3226]'>[view]</A>
[00:10:29] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f2d70]'>[view]</A>
[00:10:51] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[00:11:46] cqU-ax49 SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[00:11:58] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[00:12:14] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f34f4]'>[view]</A>
[00:12:39] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f4388]'>[view]</A>
[00:12:51] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[00:13:00] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f3378]'>[view]</A>
[00:13:15] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f489a]'>[view]</A>
[00:13:25] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f31ad]'>[view]</A>
[00:14:00] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f34d9]'>[view]</A>
[00:14:06] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f2be9]'>[view]</A>
[00:14:12] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f4838]'>[view]</A>
[00:14:24] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f4002]'>[view]</A>
[00:14:39] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f4cf3]'>[view]</A>
[00:20:55] cqU-ax49 SAY: grey baby slime (699)/ : Lonely...
[00:21:54] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 23:40.
[00:26:31] cqU-ax49 ADMIN: EVENT Infestation Unidentified Lifeforms sending mobs to <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=56;Y=147;Z=3'>Xenoflora Lab | 56, 147, 3</a>
[00:26:31] cqU-ax49 ADMIN: EVENT Infestation Unidentified Lifeforms sending mobs to <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=58;Y=137;Z=3'>Xenoflora Lab | 58, 137, 3</a>
[00:26:31] cqU-ax49 ADMIN: EVENT Infestation Unidentified Lifeforms sending mobs to <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=75;Y=130;Z=2'>Ameridian Lab | 75, 130, 2</a>
[00:29:30] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 23:47.
[00:33:12] cqU-ax49 SAY: grey baby slime (675)/ : Lonely...
[00:38:35] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 23:56.
[00:39:10] cqU-ax49 SAY: grey baby slime (699)/ : Rawr...
[00:39:12] cqU-ax49 DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x210f46f3]'>[view]</A>
[00:40:52] cqU-ax49 SAY: grey baby slime (699)/ : Very... hungry...
[00:42:46] cqU-ax49 SAY: grey baby slime (699)/ : Blorble...
[00:43:35] cqU-ax49 SAY: *no key*/(/(rat (151))) squeals! 
[00:43:49] cqU-ax49 SAY: *no key*/(/(rat (978))) squeals! 
[00:44:53] cqU-ax49 SAY: grey baby slime (699)/ : Must... eat...
[00:45:15] cqU-ax49 SAY: grey baby slime (699)/ : Need... food...
[00:50:04] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[00:50:47] cqU-ax49 SAY: Kraftwerk Roach/ : 10101010011100010101.
[00:55:46] cqU-ax49 SAY: grey baby slime (675)/ : Need... food...
[00:57:48] cqU-ax49 SAY: grey baby slime (675)/ : Blorble...
[00:58:08] cqU-ax49 SAY: grey baby slime (699)/ : Need... food...
[01:00:06] cqU-ax49 SAY: Quick Kraftwerk Roach/ : 10101010011100010101.
[01:04:59] cqU-ax49 SAY: grey baby slime (675)/ : Rawr...
[01:06:07] cqU-ax49 ADMIN: EVENT Infestation Unidentified Lifeforms sending mobs to <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=135;Y=116;Z=3'>Engineering Foyer | 135, 116, 3</a>
[01:06:07] cqU-ax49 ADMIN: EVENT Infestation Unidentified Lifeforms sending mobs to <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=153;Y=117;Z=3'>Engineering Workshop | 153, 117, 3</a>
[01:06:07] cqU-ax49 ADMIN: EVENT Infestation Unidentified Lifeforms sending mobs to <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=134;Y=102;Z=2'>Lonestar - CEO's Office | 134, 102, 2</a>
[01:08:30] cqU-ax49 ADMIN: EVENT Brand Intelligence started on <A HREF='?_src_=holder;adminplayerobservecoodjump=1;X=64;Y=174;Z=4'>Security | 64, 174, 4</a>,
[01:09:06] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 00:27.
[01:09:22] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 00:27.
[01:10:24] cqU-ax49 DEBUG: Event 'Event Manager' has completed at 00:28.
[01:16:27] cqU-ax49 ACCESS: Logout: RiotScopez/(/(Katharine Griffiths))
[01:16:27] cqU-ax49 ACCESS: Logout: RiotScopez[DC]/(/(Katharine Griffiths))
[01:19:19] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : snores.
[01:19:19] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : <B>Premier Griffiths</B> snores.
[01:19:31] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : snores.
[01:19:31] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : <B>Premier Griffiths</B> snores.
[01:24:16] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : snores.
[01:24:16] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : <B>Premier Griffiths</B> snores.
[01:26:49] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : snores.
[01:26:49] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : <B>Premier Griffiths</B> snores.
[01:30:12] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : snores.
[01:30:12] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : <B>Premier Griffiths</B> snores.
[01:31:12] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : snores.
[01:31:12] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : <B>Premier Griffiths</B> snores.
[01:31:23] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : snores.
[01:31:23] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : <B>Premier Griffiths</B> snores.
[01:33:27] cqU-ax49 GAME: Explosion with size (-1, 1, 2) in area Deep Maintenance 
[01:34:58] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : snores.
[01:34:58] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : <B>Premier Griffiths</B> snores.
[01:36:46] cqU-ax49 EMOTE: Premier Griffiths/RiotScopez : snores.
