

Starting up. (ID: cqr-c9st) 15:41.04
---------------------
[15:41:04] cqr-c9st MISC: Saved storyteller is 'healer'
[15:41:04] cqr-c9st ADMIN: Loading jobban_rank
[15:41:04] cqr-c9st ADMIN: jobban_keylist was empty
[15:41:04] cqr-c9st ADMIN: Loading Banlist
[15:42:07] cqr-c9st ACCESS: Login: RiotScopez/() from 64.238.138.250-1871707424 || BYOND v514.1582
[15:42:07] cqr-c9st ACCESS: Login: RiotScopez/(/(RiotScopez)) from 64.238.138.250-1871707424 || BYOND v514
[15:42:08] cqr-c9st DEBUG: Could not find style "ErisStyle" for /mob/new_player.
[15:42:08] cqr-c9st ACCESS: Login: RiotScopez/(/(RiotScopez)) from 64.238.138.250-1871707424 || BYOND v514
[15:42:49] cqr-c9st ADMIN: EVENT *null* has loaded a character.
[15:42:57] cqr-c9st ADMIN: Weston Stephenson try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Weston Stephenson try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Weston Stephenson try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Weston Stephenson try find_inv_position a 12, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Keziah Greenwood try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Keziah Greenwood try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Keziah Greenwood try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Keziah Greenwood try find_inv_position a 12, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Jimmy Hirleman try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Jimmy Hirleman try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Jimmy Hirleman try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Jimmy Hirleman try find_inv_position a 12, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Christian Reid try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Christian Reid try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Christian Reid try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Christian Reid try find_inv_position a 12, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Moses Harrow try find_inv_position a 14, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Moses Harrow try find_inv_position a 11, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Moses Harrow try find_inv_position a 13, but not have that slot!
[15:42:57] cqr-c9st ADMIN: Moses Harrow try find_inv_position a 12, but not have that slot!
[15:42:58] cqr-c9st ADMIN: Jeremiah Lowstetter try find_inv_position a 14, but not have that slot!
[15:42:58] cqr-c9st ADMIN: Jeremiah Lowstetter try find_inv_position a 11, but not have that slot!
[15:42:58] cqr-c9st ADMIN: Jeremiah Lowstetter try find_inv_position a 13, but not have that slot!
[15:42:58] cqr-c9st ADMIN: Jeremiah Lowstetter try find_inv_position a 12, but not have that slot!
[20:52:19] cqs-agdy SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[20:52:19] cqs-agdy SAY: Quick Kraftwerk Roach/ : 10101010011100010101.
[20:52:21] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:52:31] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:52:31] cqs-agdy SAY: Quick Kraftwerk Roach/ : 10101010011100010101.
[20:52:33] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:52:44] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:52:44] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:52:44] cqs-agdy SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[20:52:52] cqs-agdy SAY: *no key*/(/(rat (172))) squeals! 
[20:52:57] cqs-agdy SAY: Quick Kraftwerk Roach/ : 10101010011100010101.
[20:52:59] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:53:02] cqs-agdy SAY: Kraftwerk Roach/ : 10101010011100010101.
[20:53:10] cqs-agdy SAY: Lambertian Kraftwerk Roach/ : 10101010011100010101.
[20:53:11] cqs-agdy SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[20:53:15] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:53:15] cqs-agdy SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[20:53:29] cqs-agdy GAME: Explosion with size (-1, 0, 1) in area Vault Bunker 
[20:53:30] cqs-agdy SAY: grey baby slime (878)/ : Brother...
[20:53:30] cqs-agdy SAY: *no key*/(/(rat (441))) squeals! 
[20:53:42] cqs-agdy GAME: Explosion with size (-1, 0, 1) in area Prepper Base 
[20:53:53] cqs-agdy GAME: Explosion with size (-1, 1, 2) in area Deep Maintenance 
[20:54:00] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:54:00] cqs-agdy SAY: Lambertian Kraftwerk Roach/ : 10101010011100010101.
[20:54:01] cqs-agdy SAY: *no key*/(/(rat (525))) squeals! 
[20:54:12] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:54:21] cqs-agdy SAY: Lambertian Kraftwerk Roach/ : 10101010011100010101.
[20:54:22] cqs-agdy SAY: *no key*/(/(rat (336))) squeals! 
[20:54:28] cqs-agdy GAME: Explosion with size (-1, 1, 2) in area Deep Maintenance 
[20:54:31] cqs-agdy SAY: Lambertian Kraftwerk Roach/ : 10101010011100010101.
[20:54:31] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:54:50] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:54:59] cqs-agdy GAME: Explosion with size (-1, 0, 1) in area Deep Maintenance 
[20:55:01] cqs-agdy SAY: Lambertian Kraftwerk Roach/ : 10101010011100010101.
[20:55:05] cqs-agdy SAY: Lambertian Kraftwerk Roach/ : 10101010011100010101.
[20:55:15] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:55:41] cqs-agdy SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[20:55:51] cqs-agdy DEBUG: /obj/structure/multiz/stairs/active at 193, 23, 8 have non-existant target
[20:55:57] cqs-agdy DEBUG: /obj/structure/multiz/stairs/active at 193, 23, 8 have non-existant target
[20:55:58] cqs-agdy SAY: Durable Kraftwerk Roach/ : 10101010011100010101.
[20:56:07] cqs-agdy SAY: Biosilicified Kraftwerk Roach/ : 10101010011100010101.
[20:56:08] cqs-agdy DEBUG: Moved - the combat drone was deleted while still being listened to by /datum/effect/effect/system/trail/ion.
[20:56:24] cqs-agdy DEBUG: Moved - the combat drone was deleted while still being listened to by /datum/effect/effect/system/trail/ion.
[20:56:42] cqs-agdy GAME: Explosion with size (-1, 1, 2) in area Swamp Caves 
[20:56:53] cqs-agdy GAME: Explosion with size (0, 1, 3) in area Greyson Field Offices 
[20:56:58] cqs-agdy GAME: Explosion with size (-1, 1, 2) in area Deep Maintenance 
[20:57:16] cqs-agdy GAME: Explosion with size (0, 1, 3) in area Greyson Field Offices 
[20:58:04] cqs-agdy ADMIN: RiotScopez/(/(Karly Graham)) spawned /obj/item/ammo_casing/pistol_35/rubber/pepperball at (63,176,4) (<a HREF='?_src_=holder;adminplayerobservecoodjump=1;X=63;Y=176;Z=4'>JMP</a>)
[20:58:31] cqs-agdy DEBUG: Runtime in unsorted.dm,1381: addtimer called with a callback assigned to a qdeleted object. In the future such timers will not be supported and may refuse to run or run with a 0 wait <A HREF='?_src_=holder;viewruntime=[0x2104e550]'>[view]</A>
[21:01:08] cqs-agdy DEBUG: passed list to getStat(), statName without a list: /list
[21:01:11] cqs-agdy DEBUG: passed list to getStat(), statName without a list: /list
[21:01:14] cqs-agdy DEBUG: passed list to getStat(), statName without a list: /list
[21:01:16] cqs-agdy DEBUG: passed list to getStat(), statName without a list: /list
[21:01:20] cqs-agdy DEBUG: passed list to getStat(), statName without a list: /list
[21:02:02] cqs-agdy ADMIN: Officer Graham(riotscopez) has forced open an emergency shutter.
[21:03:03] cqs-agdy GAME: Error: /datum/radio_frequency([0x2105f2af]) took longer than 0.5 seconds to delete (took 0.5 seconds to delete)
[21:03:44] cqs-agdy ATTACK: RiotScopez/(/(Karly Graham)) attacked *no key*/(/(Mr Snuggles)) with Seinemetall Defense "Ironhammer" Breaching Hammer (Wielded) (INTENT: HELP) (DAMTYE: BRUTE)
[21:03:51] cqs-agdy SAY: grey baby slime (166)/ : Blorble...
[21:04:34] cqs-agdy ACCESS: Logout: RiotScopez/(/(Karly Graham))
[21:04:34] cqs-agdy ACCESS: Logout: RiotScopez[DC]/(/(Karly Graham))
